patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
7,1,2,0.4,0.2,0.6,0.4,1238.0
12,2,2,0.4,0.4,0.6,0.6,1237.0
11,2,1,0.2,0.4,0.4,0.6,1155.0
6,1,1,0.2,0.2,0.4,0.4,1154.0
13,2,3,0.6,0.4,0.8,0.6,1131.0
8,1,3,0.6,0.2,0.8,0.4,1124.0
17,3,2,0.4,0.6,0.6,0.8,1065.0
16,3,1,0.2,0.6,0.4,0.8,1017.0
18,3,3,0.6,0.6,0.8,0.8,983.0
2,0,2,0.4,0.0,0.6,0.2,874.0
1,0,1,0.2,0.0,0.4,0.2,826.0
3,0,3,0.6,0.0,0.8,0.2,803.0
22,4,2,0.4,0.8,0.6,1.0,626.0
21,4,1,0.2,0.8,0.4,1.0,604.0
23,4,3,0.6,0.8,0.8,1.0,592.0
5,1,0,0.0,0.2,0.2,0.4,585.0
10,2,0,0.0,0.4,0.2,0.6,585.0
15,3,0,0.0,0.6,0.2,0.8,539.0
14,2,4,0.8,0.4,1.0,0.6,512.0
9,1,4,0.8,0.2,1.0,0.4,509.0
19,3,4,0.8,0.6,1.0,0.8,474.0
0,0,0,0.0,0.0,0.2,0.2,469.0
4,0,4,0.8,0.0,1.0,0.2,387.0
20,4,0,0.0,0.8,0.2,1.0,371.0
24,4,4,0.8,0.8,1.0,1.0,326.0
