patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1222.0
17,3,2,0.4,0.6,0.6,0.8,1209.0
11,2,1,0.2,0.4,0.4,0.6,1176.0
16,3,1,0.2,0.6,0.4,0.8,1163.0
13,2,3,0.6,0.4,0.8,0.6,1140.0
18,3,3,0.6,0.6,0.8,0.8,1126.0
7,1,2,0.4,0.2,0.6,0.4,1083.0
6,1,1,0.2,0.2,0.4,0.4,1047.0
8,1,3,0.6,0.2,0.8,0.4,1040.0
15,3,0,0.0,0.6,0.2,0.8,778.0
10,2,0,0.0,0.4,0.2,0.6,773.0
5,1,0,0.0,0.2,0.2,0.4,709.0
22,4,2,0.4,0.8,0.6,1.0,700.0
14,2,4,0.8,0.4,1.0,0.6,686.0
19,3,4,0.8,0.6,1.0,0.8,681.0
21,4,1,0.2,0.8,0.4,1.0,674.0
23,4,3,0.6,0.8,0.8,1.0,667.0
9,1,4,0.8,0.2,1.0,0.4,647.0
2,0,2,0.4,0.0,0.6,0.2,593.0
1,0,1,0.2,0.0,0.4,0.2,584.0
3,0,3,0.6,0.0,0.8,0.2,578.0
20,4,0,0.0,0.8,0.2,1.0,525.0
24,4,4,0.8,0.8,1.0,1.0,488.0
0,0,0,0.0,0.0,0.2,0.2,451.0
4,0,4,0.8,0.0,1.0,0.2,421.0
