patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1206.0
17,3,2,0.4,0.6,0.6,0.8,1190.0
13,2,3,0.6,0.4,0.8,0.6,1159.0
18,3,3,0.6,0.6,0.8,0.8,1148.0
11,2,1,0.2,0.4,0.4,0.6,1147.0
16,3,1,0.2,0.6,0.4,0.8,1126.0
7,1,2,0.4,0.2,0.6,0.4,1118.0
6,1,1,0.2,0.2,0.4,0.4,1077.0
8,1,3,0.6,0.2,0.8,0.4,1069.0
22,4,2,0.4,0.8,0.6,1.0,1024.0
23,4,3,0.6,0.8,0.8,1.0,995.0
21,4,1,0.2,0.8,0.4,1.0,971.0
19,3,4,0.8,0.6,1.0,0.8,847.0
14,2,4,0.8,0.4,1.0,0.6,847.0
2,0,2,0.4,0.0,0.6,0.2,840.0
1,0,1,0.2,0.0,0.4,0.2,819.0
10,2,0,0.0,0.4,0.2,0.6,816.0
3,0,3,0.6,0.0,0.8,0.2,812.0
15,3,0,0.0,0.6,0.2,0.8,806.0
5,1,0,0.0,0.2,0.2,0.4,787.0
9,1,4,0.8,0.2,1.0,0.4,784.0
24,4,4,0.8,0.8,1.0,1.0,751.0
20,4,0,0.0,0.8,0.2,1.0,718.0
0,0,0,0.0,0.0,0.2,0.2,646.0
4,0,4,0.8,0.0,1.0,0.2,641.0
