patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1287.0
7,1,2,0.4,0.2,0.6,0.4,1257.0
11,2,1,0.2,0.4,0.4,0.6,1249.0
13,2,3,0.6,0.4,0.8,0.6,1237.0
6,1,1,0.2,0.2,0.4,0.4,1225.0
8,1,3,0.6,0.2,0.8,0.4,1211.0
17,3,2,0.4,0.6,0.6,0.8,1190.0
16,3,1,0.2,0.6,0.4,0.8,1156.0
18,3,3,0.6,0.6,0.8,0.8,1153.0
10,2,0,0.0,0.4,0.2,0.6,687.0
14,2,4,0.8,0.4,1.0,0.6,682.0
5,1,0,0.0,0.2,0.2,0.4,681.0
9,1,4,0.8,0.2,1.0,0.4,673.0
2,0,2,0.4,0.0,0.6,0.2,663.0
1,0,1,0.2,0.0,0.4,0.2,654.0
3,0,3,0.6,0.0,0.8,0.2,652.0
15,3,0,0.0,0.6,0.2,0.8,650.0
19,3,4,0.8,0.6,1.0,0.8,650.0
0,0,0,0.0,0.0,0.2,0.2,432.0
4,0,4,0.8,0.0,1.0,0.2,432.0
22,4,2,0.4,0.8,0.6,1.0,398.0
23,4,3,0.6,0.8,0.8,1.0,393.0
21,4,1,0.2,0.8,0.4,1.0,392.0
24,4,4,0.8,0.8,1.0,1.0,294.0
20,4,0,0.0,0.8,0.2,1.0,286.0
