patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1261.0
11,2,1,0.2,0.4,0.4,0.6,1255.0
7,1,2,0.4,0.2,0.6,0.4,1253.0
6,1,1,0.2,0.2,0.4,0.4,1251.0
13,2,3,0.6,0.4,0.8,0.6,1245.0
17,3,2,0.4,0.6,0.6,0.8,1242.0
8,1,3,0.6,0.2,0.8,0.4,1236.0
16,3,1,0.2,0.6,0.4,0.8,1236.0
18,3,3,0.6,0.6,0.8,0.8,1231.0
10,2,0,0.0,0.4,0.2,0.6,1098.0
5,1,0,0.0,0.2,0.2,0.4,1097.0
15,3,0,0.0,0.6,0.2,0.8,1090.0
2,0,2,0.4,0.0,0.6,0.2,1077.0
1,0,1,0.2,0.0,0.4,0.2,1076.0
3,0,3,0.6,0.0,0.8,0.2,1071.0
14,2,4,0.8,0.4,1.0,0.6,1070.0
9,1,4,0.8,0.2,1.0,0.4,1065.0
19,3,4,0.8,0.6,1.0,0.8,1060.0
22,4,2,0.4,0.8,0.6,1.0,1039.0
21,4,1,0.2,0.8,0.4,1.0,1037.0
23,4,3,0.6,0.8,0.8,1.0,1036.0
0,0,0,0.0,0.0,0.2,0.2,987.0
4,0,4,0.8,0.0,1.0,0.2,979.0
20,4,0,0.0,0.8,0.2,1.0,957.0
24,4,4,0.8,0.8,1.0,1.0,947.0
