patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count
12,2,2,0.4,0.4,0.6,0.6,1192.0
13,2,3,0.6,0.4,0.8,0.6,1130.0
17,3,2,0.4,0.6,0.6,0.8,1128.0
11,2,1,0.2,0.4,0.4,0.6,1118.0
7,1,2,0.4,0.2,0.6,0.4,1088.0
18,3,3,0.6,0.6,0.8,0.8,1078.0
16,3,1,0.2,0.6,0.4,0.8,1070.0
8,1,3,0.6,0.2,0.8,0.4,1031.0
6,1,1,0.2,0.2,0.4,0.4,1028.0
14,2,4,0.8,0.4,1.0,0.6,881.0
22,4,2,0.4,0.8,0.6,1.0,865.0
10,2,0,0.0,0.4,0.2,0.6,858.0
19,3,4,0.8,0.6,1.0,0.8,845.0
15,3,0,0.0,0.6,0.2,0.8,829.0
23,4,3,0.6,0.8,0.8,1.0,828.0
21,4,1,0.2,0.8,0.4,1.0,822.0
9,1,4,0.8,0.2,1.0,0.4,808.0
5,1,0,0.0,0.2,0.2,0.4,802.0
2,0,2,0.4,0.0,0.6,0.2,744.0
1,0,1,0.2,0.0,0.4,0.2,709.0
3,0,3,0.6,0.0,0.8,0.2,704.0
24,4,4,0.8,0.8,1.0,1.0,678.0
20,4,0,0.0,0.8,0.2,1.0,659.0
0,0,0,0.0,0.0,0.2,0.2,592.0
4,0,4,0.8,0.0,1.0,0.2,574.0
